AI,Industry,Status,Facility,sic,Facility Name,Physical Address,Municipality,County,State,Zip,Latitude,Longitude,NO_tpy,CO_tpy,VOC_tpy,PM10_tpy,SO2_tpy
308,O&G-Compressor Station,Active,Notice of Intent,4922,W Indian Basin No1 Compressor Station,23 miles W of Carlsbad,Carlsbad,Eddy,NM,87501,,,11.00,5.00,2.00,,
309,O&G-Compressor Station,Active,Notice of Intent,4922,State No1 Compressor Station,23 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,,,11.00,5.00,2.00,,
312,O&G-Gas Plant,Active,Notice of Intent,1311,Kaiser-Francis - AM Federal No1,6 miles NW of Carlsbad,Carlsbad,Eddy,NM,88220,,,,,,,
314,O&G-Compressor Station,Active,Synthetic Minor,,Pure Gold 28 Compressor Station,17 miles E of Loving,Loving,Eddy,NM,88256,32.28094,-103.789758,38.70,72.80,50.09,,
315,O&G-Compressor Station,Active,Notice of Intent,4922,Mckittrick 30 Compressor Station,6 miles SE of Carlsbad,Carlsbad,Eddy,NM,88220,32.284798,-104.33316,13.6,1.8,1.8,,
318,FED-Dept of Energy,Active,Minor,9511,Waste Isolation Pilot Plant (WIPP),32 Miles E of Carlsbad on the Jal Highway,Carlsbad,Eddy,NM,88220    ,32.370594,-103.788449,19.77,4.25,,1.43,1.31
318,FED-Dept of Energy,Active,No Permit Required,9511,Waste Isolation Pilot Plant (WIPP),32 Miles E of Carlsbad on the Jal Highway,Carlsbad,Eddy,NM,88220    ,32.370594,-103.788449,19.77,4.25,,1.43,1.31
324,O&G-Compressor Station,Active,No Permit Required,4922,W Indian No2 Compressor Station,20 miles NW of Carlsbad,Carlsbad,Eddy,NM,88221,32.467312,-104.621222,15.6,4.1,3.5,,
326,O&G-Compressor Station,Active,Notice of Intent,4922,Arnold Federal Compressor Station,3.6 km SE of Loco Hills,Artesia,Eddy,NM,882110130,32.789218,-103.961028,22,3.9,0.6,,
327,O&G-Compressor Station,Active,No Permit Required,4922,Rock Tank 4 Compressor Station,11 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.330455,-104.447562,14.6,1.6,4.1,,
328,O&G-Compressor Station,Active,No Permit Required,4922,Delta Fee Compressor Station,7 km E of Carlsbad,Carlsbad,Eddy,NM,88220,32.416318,-104.152482,11.7,7.8,,,
329,O&G-Compressor Station,Active,No Permit Required,4922,Pinnacle Natural Gas - Catclaw Compressor Station,10 km NW of Carlsbad,Carlsbad,Eddy,NM,79701,32.478017,-104.366854,5.9,24.3,,,
332,O&G-Reinjection Facility,Active,Notice of Intent,1389,Todd Federal 26 SWD Reinjection Facility,35 miles W of Jal,Jal,Eddy,NM,88252,32.307187,-103.72547,24.1,18.3,1.2,,
334,O&G-Compressor Station,Active,No Permit Required,4922,Muskegon 17 Well 1 Compressor Station,7 miles WNW of Loco Hills,Loco Hills,Eddy,NM,88255,32.82906,-104.097304,20.1,16.6,,,
335,O&G-Compressor Station,Active,Synthetic Minor,4922,Lucid Artesia - 7 Rivers Draw Compressor Station,11 miles NW of Carlsbad,Carlsbad,Eddy,NM,88220,32.635757,-104.548027,54.98,48.32,20.51,,
337,O&G-Compressor Station,Active,Minor,4922,Lucid Artesia - Larue Compressor Station GCP4-0849,19 mi SSW of Artesia,Artesia,Eddy,NM,88210,32.603389,-104.577972,34.3,45.4,15.3,,
343,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,4612,Thomas Crude Oil Storage Facility,23 miles E of Loving,Loving,Eddy,NM,82256,32.286944,-103.741389,,,42.89,,
345,O&G-Compressor Station,Active,No Permit Required,4922,New Mexico DF No1 Compressor Station,18 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.432589,-104.620601,,,,,
348,O&G-Compressor Station,Active,Minor,,BTA Compressor Station,2.5 miles NE of Loving,Loving,Eddy,NM,88260,32.318889,-104.065,16.6,16.3,27.4,,
351,O&G-Compressor Station,Active,Notice of Intent,4922,Bogle Flats No1 Compressor Station,21 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.422091,-104.58419,17.59,7.22,20.62,,18.57
352,AGS-Feedlot,Active,Synthetic Minor,2048,Land O' Lakes Purina Feed - Artesia Feed Mill,1 mile N of Artesia,Artesia,Eddy,NM,88210,32.870558,-104.398279,3.7,,,1.3,
353,O&G-Compressor Station,Active,Notice of Intent,1311,OXY  - Indian Basin Central Tank Battery,31 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.398415,-104.521571,12.3,9.9,6.2,,
355,O&G-Compressor Station,Active,Notice of Intent,1311,Roaring Springs Compressor Station,30 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.47619,-104.576493,11.7,7.1,17.4,,4.6
359,CON-Concrete Batch Plant,Active,Synthetic Minor,3273,"Southeast Readi-Mix - Artesia Plant, GCP5-1707",4 miles NE of Artesia,Artesia,Eddy,NM,88210,32.857611,-104.389556,95,95,95,0.20,50
362,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,1311,Tank Battery Cactus1,3 miles NW of Carlsbad,Carlsbad,Eddy,NM,88220,,,,,,,
365,O&G-Compressor Station,Active,Notice of Intent,1311,Apache Compressor Station,17 miles NE of Loving,Loving,Eddy,NM,88256,32.377778,-103.834528,14.50,20.3,5.6,,
369,CON-Concrete Batch Plant,Active,Notice of Intent,3273,Vulcan Materials- 60TPH Concrete Batch Plant NOI 1731,2510 Hepler Rd,Carlsbad,Eddy,NM,88220,32.364513,-104.096639,,,,,
372,O&G-Compressor Station,Active,Notice of Intent,1311,Federal 33 No1 Compressor Station GCP4-1743,22mi W of Carlsbad,Carlsbad,Eddy,NM,88220    ,32.432348,-104.603819,20.2,20.2,6.7,10,30
374,O&G-Compressor Station,Active,Synthetic Minor,1311,Square Lake Booster Station GCP4-0855,3 mi No of Loco Hills,Loco Hills,Eddy,NM,882550000,32.865389,-103.984167,68.8,86,58.1,2.3,30
377,O&G-Compressor Station,Active,Minor,1311,Durango Midstream - Lusk Compressor Station,10.66 miles SE of Loco Hills,Loco Hills,Eddy,NM,88264,32.714722,-103.838056,48.01,11.89,45.34,1.18,1.62
378,O&G-Compressor Station,Active,Minor,,Durango Midstream - Skelly Compressor Station,3.5 mi NE of Loco Hills,Loco Hills,Eddy,NM,88264    ,32.829667,-103.860806,121.5,79.2,56.6,3.0,4.9
379,O&G-Compressor Station,Active,Notice of Intent,4922,OGS Operating - Caterpillar G342 NAHCR No1880,15 miles SW of Carlsbad,Carlsbad,Eddy,NM,79701,32.177193,-104.469702,18.20,18.20,1.30,,
380,O&G-Compressor Station,Active,Synthetic Minor,4922,DCP - Pecos  Booster Station ,7.2 miles SE of Artesia,Artesia,Eddy,NM,88202,32.750364,-104.299308,59.3,59.3,29.8,,
381,O&G-Compressor Station,Active,Minor,,DCP - Black River Compressor Station GCP4-1953,7.7 miles E of Whites City,Whites City,Eddy,NM,88268,32.170983,-104.241581,51.76,77.64,67.92,,
383,O&G-Compressor Station,Active,Notice of Intent,4922,KerrMcGee - Ajax DPC 2803 No1862,unknown location,Carlsbad,Eddy,NM,88220    ,,,30.40,13.80,17.10,,50.10
391,O&G-Compressor Station,Active,Synthetic Minor,,DCP - Kathleen Compressor Station,9 mi SW of Loco Hills,Loco Hills,Eddy,NM,88255,32.774,-104.125,77.1,87.29,57.46,1.74,.12
398,O&G-Compressor Station,Active,Notice of Intent,4922,Bright Federal No4,22.6 miles E of Carlsbad,Carlsbad,Eddy,NM,88220,32.461861,-104.608477,8.4,3.8,23.7,,9.8
400,O&G-Compressor Station,Active,Notice of Intent,4922,Federal 6 No1 Compressor Station,20 miles NW of Carlsbad,Carlsbad,Eddy,NM,,32.511251,-104.542264,23.00,1.20,,,
401,O&G-Compressor Station,Active,Notice of Intent,4922,Hackberry No1 Compressor Station,8 miles WNW of Carlsdad,Carlsbad,Eddy,NM,88220,32.420517,-104.415111,23.00,1.20,,,
402,CON-Asphalt Plant,Active,Notice of Intent,2951,Holly Frontier Asphalt Company,2 mi N of Artesia,Artesia,Eddy,NM,88210,32.871423,-104.390791,20.2,16.9,50.9,4.8,
404,O&G-Compressor Station,Active,No Permit Required,4922,Trunk A Compressor Station,1 mile SW of Carlsbad,Carlsbad,Eddy,NM,88220,32.316962,-104.276627,15.70,14.20,4.30,,
408,O&G-Compressor Station,Active,Minor,,DCP - Jackson Booster Station,5.2 mi W of Loco Hills,Loco Hills,Eddy,NM,88255,32.81208,-104.07941,83.86,75.56,59.97,1.4,.205
409,O&G-Compressor Station,Active,Minor,1311,DCP - Cedar Canyon Compressor Station,5 miles E of Malaga,Malaga,Eddy,NM,88263,32.226531,-103.982339,33.9,37.9,33.1,,
410,O&G-Compressor Station,Active,Synthetic Minor,,OXY - East Indian Central Facility,18 mi W of Carlsbad,Carlsbad,Eddy,NM,88220    ,32.458564,-104.536317,17.3,33.8,14.4,1.4,2.9
412,O&G-Compressor Station,Active,Notice of Intent,4922,Apache 13-1 Compressor Station,17 miles NE of Lovington,Lovington,Eddy,NM,88256,32.395662,-103.82629,6.2,4.6,10.5,,
413,O&G-Compressor Station,Active,Minor,,DCP - West Turkey Track Compressor Station,9.3 mi SW of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.6854,-104.019,51.4,52.0,87,4.0,
414,O&G-Compressor Station,Active,Synthetic Minor,4922,Lucid Artesia - Aid State Compressor Station,7 miles W of Loco Hills,Loco Hills,Eddy,NM,88255,32.834333,-104.096806,71.4,50.6,34.9,,0.9
415,O&G-Compressor Station,Active,Minor,,Triple C Booster,8 mi S of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.7305,-103.8795,39.8,39.8,33.4,,
417,O&G-Compressor Station,Active,Synthetic Minor,4922,OXY - South Indian Basin Compressor Station,18 miles WN of Carlsbad,Carlsbad,Eddy,NM,88220,32.451617,-104.576533,49.6,15.1,34.4,2.8,4.2
420,O&G-Compressor Station,Active,Notice of Intent,1311,Bogle Flats No18 Compressor Station ,22 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.39328,-104.601332,20.2,20.2,7.9,95.00,95.00
432,O&G-Refinery,Active,Notice of Intent,5171,Navajo Refining -  Beeson Crude Station,3.3 miles S of Loco Hills,Loco Hills,Eddy,NM,882100159,32.782878,-103.960911,,,6.5,,
439,O&G-Compressor Station,Active,Minor,4922,Lucid Artesia - Lisa Compressor Station,30 km W of Carlsbad,Carlsbad,Eddy,NM,88220    ,32.426458,-104.542693,58.5,73.2,17.3,,
443,O&G-Compressor Station,Active,Synthetic Minor,1311,Nash Draw Compressor Station,14 miles NW of Loving,Loving,Eddy,NM,88256,32.3064,-103.9317,97.3,92.5,83.7,1.7,3.7
444,O&G-Gas Plant,Active,Notice of Intent,1389,West Shugart 19 Federal No1,7 miles N of Loco Hills,Loco Hills,Eddy,NM,88255,32.727462,-103.910377,0.12,0.10,3.10,,0.02
448,O&G-Compressor Station,Active,Minor,,Carrasco Compressor Station GCP1-2306,2 miles NE of Loving,Loving,Eddy,NM,88256    ,32.30471,-104.06006,48.9,73.3,41.6,,
455,O&G-Compressor Station,Active,Notice of Intent,4922,Bunnell Federal No2 Compressor Station,20 miles NW of Carlsbad,Carlsbad,Eddy,NM,75244,32.47637,-104.633953,6.40,3.20,2.60,,
462,O&G-Compressor Station,Active,Notice of Intent,4922,Lakeshore Federal No2 Compressor Station,3.9 miles N of Carlsbad,Carlsbad,Eddy,NM,88220,32.491946,-104.273633,7.40,7.25,2.49,,0.01
466,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,4612,Anderson Ranch Unloading Station,Not on file,Buckeye,Eddy,NM,99999,32.911086,-103.609127,,,5.96,,
469,O&G-Compressor Station,Active,Notice of Intent,4922,Marathon Box Compressor Station,19.7 miles WNW Carlsbad,Carlsbad,Eddy,NM,,32.475234,-104.560536,,,,,
475,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,1311,West Shugart 30 Federal No 1,unknown location,Maljamar,Eddy,NM,88264,32.724758,-103.911626,,,12.70,,
479,O&G-Compressor Station,Active,Minor,1311,OXY - 129 Generating Station,13.8 miles West of Carlsbad,Carlsbad,Eddy,NM,,32.452111,-104.52811,13.32,33.2,35.281,.906,1.41
480,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,1311,Greenwood Federal No 2,Not on file,Maljamar,Lea,NM,99999,32.722528,-103.863638,0.16,0.13,1.36,,
481,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,1311,West Shugart 19 Federal No 6,unknown location,Maljamar,Eddy,NM,,32.734651,-103.908305,0.32,0.26,,,
482,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,1311,West Shugart 19 Federal No 5,unknown location,Maljamar,Lea,NM,,32.727454,-103.910527,0.64,0.52,18.09,,
483,O&G-Compressor Station,Active,Minor,,Big Eddy Compressor Station GCP1-2512,7 miles NE of Carlsbad,Carlsbad,Eddy,NM,,32.4725,-104.119444,93.1,93.6,71.7,,
485,O&G-Compressor Station,Active,Notice of Intent,4922,South Hope Compressor Station,32 miles NWN of Carlsbad,Carlsbad,Eddy,NM,,32.519418,-105.763637,14.80,11.80,3.86,,
491,O&G-Compressor Station,Active,Minor,4922,Lucid Artesia - Shugart Compressor Station GCP1-2535,32 miles ESE of Artesia,Artesia,Eddy,NM,88210    ,32.670245,-103.894437,29.6,17.6,19.3,,
493,O&G-Compressor Station,Active,No Permit Required,4922,La Huerta No1Y Compressor Station,unknown location,Santa Fe,Eddy,NM,99999,,,,,,,
500,O&G-Compressor Station,Active,Notice of Intent,4922,West Shugart 24 Federal No1,unknown location,Hobbs,Eddy,NM,99999,,,,,,,
501,MFG-Chemical,Active,No Permit Required,,Environmental Evaluation Group,505 N Main St,Carlsbad,Eddy,NM,882213149,32.40131,-104.202593,,,,,
502,O&G-Gas Plant,Active,Synthetic Minor,1311,"Ross Draw 25 No1 Gas Plant, GCP1-2578",18 miles S of Malaga,Malaga,Eddy,NM,88263,32.017375,-103.941589,0.89,0.72,4.56,,
507,MFG-Chemical,Active,Synthetic Minor,2899,Halliburton - Bulk Cement Handling Plant,1 mi S of Artesia,Artesia,Eddy,NM,,32.826361,-104.394222,,,,,
509,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,,Phillips Pipeline Co - 470 Bbl Storage Tank,unknown location,Roswell,Eddy,NM,99999,,,,,,,
510,O&G-Gas Plant,Active,Notice of Intent,1321,North Indian Hills Gas Facility,West of Carlsbad,Carlsbad,Eddy,NM,,32.504661,-104.430437,15.71,14,24.91,,
511,SOLW-Landfill/Municipal,Active,Major-Title V ,4953,Sand Point Landfill,12 miles E of Carlsbad,Carlsbad,Eddy,NM,88221,32.493583,-104.057917,,,,,
516,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,4612,Maljamar Unloading Station,Not on file,Loco Hills,Eddy,NM,99999,32.808494,-103.865546,,,24.4,,
518,CON-Demolition/Renovation,Active,,,Albertsons - No907,808 N Canal Street,Carlsbad,Eddy,NM,88220,,,,,,,
519,CON-Demolition/Renovation,Active,,1541,Marathon Oil Company - Carlsbad,25 miles NW of Carlsbad,Carlsbad,Eddy,NM,88220,,,,,,,
520,CON-Demolition/Renovation,Active,,,Phillips Petroleum Co,13 M E Hwy 824m S Hwy 206,Artesia,Eddy,NM,88210,,,,,,,
521,HELSRVC-Hospital,Active,,1795,Riverwalk Centre,902 Pierce St,Carlsbad,Eddy,NM,88220,,,,,,,
526,MINING-Copper Mine,Active,Major-Title V ,,Freeport - Chino Mine,3.89 miles NE of Bayard,Bayard,Grant,NM,88023    ,32.783594,-108.069194,281.6,1445,21.7,4696.9,4.1
527,MINING-Copper Mine,Active,Major-Title V ,1021,Freeport-McMoRan Tyrone Mine,7 mi W of Tyrone,Tyrone,Grant,NM,88065,32.650833,-108.3675,204.7,1699.6,36.9,1222.3,12.3
528,MINING-Rock Crusher,Active,No Permit Required,1422,Mathis and Mathis - Limestone Crusher (GF),3 miles N of Central,Central,Grant,NM,88026,32.812847,-108.126852,,,,22.80,
535,CON-Materials,Active,Synthetic Minor,1442,Sweatt Construction - 200 TPH Crusher No1828,3.9 ni SW of Artesia,Artesia,Eddy,NM,88210    ,32.798121,-104.451992,8.0,1.7,,6.2,
537,MINING-Rock Crusher,Active,Minor,1442,Southwest Processing - 75TPH Crusher No2239,1.6 miles W of Hanover,Hanover,Grant,NM,,32.809972,-108.119468,16.4,3.5,1.3,3.6,0.3
540,"HZWM-Treatment, Storage, & Disposal",Active,No Permit Required,,Grant County Humane Society,PO Box 1973,Silver City,Grant,NM,99999,,,,,,,
543,CON-Demolition/Renovation,Active,,,H Schmitt School,N Silver Street,Silver City,Grant,NM,88061,,,,,,,
544,CON-Demolition/Renovation,Active,,,La Plata Middle School,3500 North Silver,Silver City,Grant,NM,88061,,,,,,,
545,CON-Demolition/Renovation,Active,,1795,Silver City High,W 11th St,Silver City,Grant,NM,88061,,,,,,,
546,CON-Demolition/Renovation,Active,,1541,Stout Intermediate School,2600 N Swan,Silver City,Grant,NM,88061,,,,,,,
548,O&G-Compressor Station,Active,Minor,4619,Duran Pump Station,13 miles S of Vaughn,Vaughn,Guadalupe,NM,88353,34.422193,-105.224374,21.9,32.9,.6,,
549,O&G-Loading/Unloading Rack,Active,Minor,4613,Cuervo Pump Station,10 miles NW of Cuervo,Cuervo,Guadalupe,NM,88417,35.117597,-104.519379,76.9,16.8,2.3,1.1,6.5
550,O&G-Loading/Unloading Rack,Active,Minor,4613,Dahlia Pump Station,10 miles S of Dahlia,Dahlia,Guadalupe,NM,87711,35.028149,-105.23676,94.6,20.4,7.6,6.8,6.2
553,O&G-Compressor Station,Active,Major-Title V ,4922,Lordsburg Compressor Station,3 mi ESE of Lordsburg,Lordsburg,Hidalgo,NM,88045    ,32.316389,-108.606111,731.2,150.03,26.6,4.7,3.3
558,ENRG-Power Plant,Active,Major-Title V ,4911,Pyramid Generating Station,53 Ramos Farms Road,Lordsburg,Hidalgo,NM,88045,32.237528,-108.548611,249.0,249.0,30.6,212.0,83.7
560,ENRG-Power Plant,Active,Major-Title V ,4911,PNM - Lordsburg Generating Station,2 Power Plant Road,Lordsburg,Hidalgo,NM,88045,32.350278,-108.696944,245,245,62.0,91.2,7.1
562,O&G-Reinjection Facility,Active,No Permit Required,1311,South Hobbs Central Injection Station,1 mile S of Hobbs,Hobbs,Lea,NM,88240,32.660896,-103.155348,37.20,37.50,3,,
563,O&G-Reinjection Facility,Active,No Permit Required,1311,Kevin Butler - State Vacuum Unit,12 miles W of Hobbs,Hobbs,Lea,NM,88240,32.666321,-103.571108,,,16.40,,
565,O&G-Gas Plant,Active,Major-Title V ,1321,Durango Midstream  - Maljamar Gas Plant,2.8 mi SW of Maljamar,Maljamar,Lea,NM,88264,32.814444,-103.771389,174.8,150.5,144.9,6.3,249.3
568,O&G-Gas Plant,Active,Major-Title V ,,Denton Gas Plant,11 miles E of Lovington,Lovington,Lea,NM,88260,33.043869,-103.169989,45,56.4,47,1.5,1206.7
569,O&G-Gas Plant,Active,Major-Title V ,1321,Jal No3 Gas Plant,4 miles NNE of Jal,Jal,Lea,NM,88252,32.173611,-103.174167,655.4,1057.6,246.8,38.4,1446.3
570,O&G-Compressor Station,Active,Synthetic Minor,1311,ETC - Jal No. 4 Compressor Station,11 miles N of Jal,Jal,Lea,NM,88252,32.255625,-103.195438,53.2,89.5,26.6,1.8,2.7
571,O&G-Compressor Station,Active,Major-Title V ,4922,Monument Compressor Station,3 mi SW of Monument,Monument,Lea,NM,88265,32.606944,-103.307778,448.6,120.3,47.9,,4.1
572,O&G-Compressor Station,Active,Major-Title V ,4922,Caprock Compressor Station,16.2 miles W of Tatum,Tatum,Lea,NM,882130000,33.331861,-103.575139,373.2,67.3,9.2,,3.4
573,O&G-Loading/Unloading Rack,Active,No Permit Required,1311,Maduro Federal No1 J Tank,16 miles SE of Maljamar,Maljamar,Lea,NM,882640000,32.709618,-103.421058,,,1.00,,
576,O&G-Compressor Station,Active,No Permit Required,4922,Pipeline Deep Federal No2b Compressor Station,17 miles SE of Maljamar,Maljamar,Lea,NM,88264,32.576382,-103.593842,,,1.00,,
577,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,1311,Pipeline Deep No1,15 miles SE of Maljamar,Maljamar,Lea,NM,88264,32.657424,-103.581912,,,1.00,,
581,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,4612,ExxonMobil - Avalon Delaware Tank Battery,5 miles W of Hobbs,Hobbs,Lea,NM,88240,32.68841,-103.18678,,,,,
583,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,4612,Phillips Petroleum - Permian Tank Battery,33 miles W of Hobbs,Hobbs,Lea,NM,882400000,32.713023,-103.719728,,,,,
585,O&G-Tank Battery/Bulk Fuel Storage,Active,,4612,Marathon Oil - Permian Basin Tank Battery,1 mile W of Hobbs,Hobbs,Lea,NM,88240,32.68841,-103.18678,,,,,
586,O&G-Compressor Station,Active,No Permit Required,4922,Mobil Producing - Bs Wtr Injection Station,12 mile SW of Lovington,Lovington,Lea,NM,882600000,32.837285,-103.536323,,,,,
587,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,4612,Mobil Oil,1 mile E of Eunice,Eunice,Lea,NM,88231,32.417149,-103.139058,,,,,
588,ENRG-Power Plant,Active,Major-Title V ,4911,Southwestern Public Service Co - Maddox Station,8 mi W of Hobbs,Hobbs,Lea,NM,88240,32.713056,-103.31,2227.1,455.4,54.5,67.20,5.2
589,O&G-Gas Plant,Active,Major-Title V ,1321,DCP - Linam Ranch Gas Plant,7 mi W of Hobbs,Hobbs,Lea,NM,88240,32.695278,-103.285278,972.9,599.4,231.3,33.2,87.1
592,O&G-Compressor Station,Active,Synthetic Minor,1311,Golf Course Booster Station,2.5 mi W of Eunice,Eunice,Lea,NM,88231,32.4492,-103.2145,34.78,44.67,43.36,1.4,1.3
593,O&G-Compressor Station,Active,Minor,,Monument Booster Station,0.5 mile E of Monument,Monument,Lea,NM,88265,32.623,-103.2558,32.8,9.0,23.4,5.2,
595,O&G-Gas Plant,Active,Major-Title V ,1321,DCP - Eunice Gas Plant,7 mi NW,Eunice,Lea,NM,88231,32.513937,-103.286101,700.1,317.6,137.5,,3033.9
598,O&G-Compressor Station,Active,Minor,,Lovington Booster Station,5 miles S of Lovington,Lovington,Lea,NM,88260,32.871667,-103.296111,46.95,54.83,55.55,2.6,96.8
600,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,1311,South Hobbs Unit - Central Tank Battery (CTB) - GCP4 0330,1 mi SW of Hobbs,Hobbs,Lea,NM,88240,32.679411,-103.148008,0.516,2.18,40.8,,
601,O&G-Compressor Station,Active,Synthetic Minor,1311,Versado - Eunice South Compressor Station,5 miles S of Eunice,Eunice,Lea,NM,88231,32.361781,-103.156808,77.3,91.4,61.4,2.8,67.2
602,O&G-Compressor Station,Active,Synthetic Minor,,Eunice North Compressor Station,1mi NW of Eunice,Eunice,Lea,NM,88231,32.450114,-103.163211,82.1,64.1,52.6,4.0,44.4
603,O&G-Tank Battery/Bulk Fuel Storage,Active,,4612,Skelly Oil - Permian Basin Tank Battery,1 mile W Hobbs,Hobbs,Lea,NM,88240,32.68841,-103.18678,,,,,
604,ENRG-Power Plant,Active,Major-Title V ,4911,Xcel Energy - Cunningham Station Power Plant,12.5 mi W of Hobbs,Hobbs,Lea,NM,88241    ,32.712222,-103.353611,4072.5,1178.6,137.5,132.2,155.8
605,O&G-Compressor Station,Active,Synthetic Minor,1311,Buckeye Compressor Station,13 mi SW of Lovington,Lovington,Lea,NM,88260    ,32.783631,-103.507014,45.4,55.6,28.3,,17.7
606,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,4612,Cotton Draw Tank Battery,36 miles W Jal,Hobbs,Lea,NM,88252,33.060722,-103.371974,,,12.90,,
607,O&G-Gas Plant,Active,No Permit Required,1311,Grama Ridge Gas Plant,16 miles W of Eunice,Eunice,Lea,NM,88231,32.484186,-103.425009,,,,,
608,MINING-Rock Crusher,Active,No Permit Required,1442,Wallach Concrete - Cone and Jaw Crusher (GF),4 miles E of Eunice,Eunice,Lea,NM,88231,32.439277,-103.110949,,,,16.00,
609,O&G-Gas Plant,Active,Major-Title V ,1321,Eunice Gas Processing Plant,1 mile SE of Eunice,Eunice,Lea,NM,88231,32.424944,-103.14725,2626.0,806.9,249.2,22.4,851.5
610,O&G-Gas Plant,Active,Major-Title V ,1321,Targa - Monument Gas Plant,2.8 Miles W of Monument,Monument,Lea,NM,88265,32.6105,-103.312139,1012.8,290.8,130.5,27.7,372.9
612,O&G-Gas Plant,Active,Major-Title V ,1311,Saunders Gas Plant,15 miles NW of Lovington,Lovington,Lea,NM,88260,33.057222,-103.6075,1814.7,258.6,108.9,24.7,1447
613,O&G-Compressor Station,Active,Synthetic Minor,1311,Vada Compressor Station,17 miles NW of Tatum,Tatum,Lea,NM,88267,33.434422,-103.544659,48.0,80.8,47.4,2.2,91.3
620,O&G-Tank Battery/Bulk Fuel Storage,Active,No Permit Required,1311,North Vacuum AboNo95,2 miles W of Buckeye,Buckeye,Lea,NM,88212,32.806576,-103.532554,,,1.00,,
621,O&G-Gas Plant,Active,Synthetic Minor,1321,Antelope Ridge Gas Plant GCP4 0401,20 miles SW of Eunice,Eunice,Lea,NM,88231,32.29964,-103.453699,72.8,78.6,80.9,2.5,0.2
622,O&G-Refinery,Active,Major-Title V ,2911,HollyFrontier - Lovington Refinery,5 mi SE of Lovington,Lovington,Lea,NM,88260,32.879397,-103.300476,101.8,189.6,220.3,17.2,37.8
